Lemma,Sense,SuperSense,POS_Tag,Definition,Examples,Head,Amod/Comp,Gender
nephthys,nephthys.n.01,noun.person,n,Egyptian goddess associated with ritual of the dead; sister of Geb and Nut; wife of Set,[],associated,,
nepotist,nepotist.n.01,noun.person,n,a powerful person who shows favoritism to relatives or close friends,[],person,,N
neptune,neptune.n.01,noun.person,n,(Roman mythology) god of the sea; counterpart of Greek Poseidon,[],mythology,,PPN
nerd,swot.n.01,noun.person,n,an insignificant student who is ridiculed as being affected or boringly studious,[],student,,N
nerd,nerd.n.02,noun.person,n,an intelligent but single-minded expert in a particular technical field or profession,[],expert,,N
nereid,nereid.n.01,noun.person,n,(Greek mythology) any of the 50 sea nymphs who were daughters of the sea god Nereus,[],mythology,,PPN
nereus,nereus.n.01,noun.person,n,(Greek mythology) a sea god son of Pontus and Gaea; lived in the depths of the sea with his wife Doris and their daughters the Nereids,[],mythology,,PPN
nergal,nergal.n.01,noun.person,n,(Akkadian) god ruling with his consort Ereshkigal the world of the dead,[],god,,
nernst,nernst.n.01,noun.person,n,German physicist and chemist who formulated the third law of thermodynamics (1864-1941),[],physicist,,PPN
nero,nero.n.01,noun.person,n,Roman Emperor notorious for his monstrous vice and fantastic luxury (was said to have started a fire that destroyed much of Rome in 64) but the Roman Empire remained prosperous during his rule (37-68),[],said,,
nero_claudius_caesar_drusus_germanicus,nero.n.01,noun.person,n,Roman Emperor notorious for his monstrous vice and fantastic luxury (was said to have started a fire that destroyed much of Rome in 64) but the Roman Empire remained prosperous during his rule (37-68),[],said,,
nerthus,nerthus.n.01,noun.person,n,the Teutonic goddess of fertility; later identified with Norse Njord,[],goddess,,F
neruda,neruda.n.01,noun.person,n,Chilean poet (1904-1973),[],poet,,PPN
nerva,nerva.n.01,noun.person,n,Emperor of Rome who introduced a degree of freedom after the repressive reign of Domitian; adopted Trajan as his successor (30-98),[],Emperor,,M
nervi,nervi.n.01,noun.person,n,Italian architect who pioneered in the use of reinforced concrete (1891-1979),[],architect,,PPN
nessie,loch_ness_monster.n.01,noun.person,n,a large aquatic animal supposed to resemble a serpent or plesiosaur of Loch Ness in Scotland,[],animal,,
nester,squatter.n.01,noun.person,n,someone who settles lawfully on government land with the intent to acquire title to it,[],someone,,N
nestling,child.n.01,noun.person,n,a young person of either sex,"['she writes books for children', ""they're just kids"", ""`tiddler' is a British term for youngster""]",person,,N
nestor,nestor.n.01,noun.person,n,(Greek mythology) a wise old counselor to the Greeks at Troy,[],mythology,,PPN
nestorius,nestorius.n.01,noun.person,n,Syrian who was a Christian bishop and Patriarch of Constantinople in the early fifth century; one of the major heresies concerning the doctrine of the hypostasis of Christ was named after him (died in 451),[],Syrian,,PPN
netherlander,netherlander.n.01,noun.person,n,a native or inhabitant of Holland,[],a,,
netkeeper,goalkeeper.n.01,noun.person,n,the soccer or hockey player assigned to protect the goal,[],the,,
netminder,goalkeeper.n.01,noun.person,n,the soccer or hockey player assigned to protect the goal,[],the,,
neumann,von_neumann.n.01,noun.person,n,United States mathematician who contributed to the development of atom bombs and of stored-program digital computers (1903-1957),[],mathematician,,PPN
neurobiologist,neurobiologist.n.01,noun.person,n,a specialist in neurobiology,[],specialist,,N
neurolinguist,neurolinguist.n.01,noun.person,n,someone trained in neuroscience and linguistics who studies brain processes during language production and reception,[],trained,,
neurologist,neurologist.n.01,noun.person,n,a medical specialist in the nervous system and the disorders affecting it,[],specialist,,
neuroscientist,neuroscientist.n.01,noun.person,n,a neurobiologist who specializes in the study of the brain,[],neurobiologist,,N
neurosurgeon,neurosurgeon.n.01,noun.person,n,someone who does surgery on the nervous system (especially the brain),[],someone,,N
neutralist,neutralist.n.01,noun.person,n,an advocate of neutrality in international affairs,[],advocate,,N
nevadan,nevadan.n.01,noun.person,n,a native or resident of Nevada,[],a,,
nevelson,nevelson.n.01,noun.person,n,United States sculptor (born in Russia) known for massive shapes of painted wood (1899-1988),[],known,,PPN
nevil_shute,shute.n.01,noun.person,n,English writer who settled in Norway after World War II (1899-1960),[],writer,,PPN
nevil_shute_norway,shute.n.01,noun.person,n,English writer who settled in Norway after World War II (1899-1960),[],writer,,PPN
neville_chamberlain,chamberlain.n.01,noun.person,n,British statesman who as Prime Minister pursued a policy of appeasement toward fascist Germany (1869-1940),[],statesman,,PPN
new_dealer,new_dealer.n.01,noun.person,n,a supporter of the economic policies in the United States known as the New Deal,[],known,,
new_englander,new_englander.n.01,noun.person,n,an American who lives in New England,[],American,,
new_hampshirite,new_hampshirite.n.01,noun.person,n,a native or resident of New Hampshire,[],a,,
new_jerseyan,new_jerseyan.n.01,noun.person,n,a native of resident of New Jersey,[],native,,N
new_jerseyite,new_jerseyan.n.01,noun.person,n,a native of resident of New Jersey,[],native,,N
new_mexican,new_mexican.n.01,noun.person,n,a native or resident of New Mexico,[],a,,
new_waver,new_waver.n.01,noun.person,n,a film maker who follows New Wave ideas,[],maker,,N
new_yorker,new_yorker.n.01,noun.person,n,a native or resident of New York (especially of New York City),[],a,,
newbie,newcomer.n.01,noun.person,n,any new participant in some activity,[],participant,,N
newborn_baby,neonate.n.01,noun.person,n,a baby from birth to four weeks,[],baby,,
newborn_infant,neonate.n.01,noun.person,n,a baby from birth to four weeks,[],baby,,
newcomb,newcomb.n.01,noun.person,n,United States astronomer (1835-1909),[],astronomer,,PPN
newcomer,newcomer.n.01,noun.person,n,any new participant in some activity,[],participant,,N
newcomer,newcomer.n.02,noun.person,n,a recent arrival,"[""he's a newcomer to Boston""]",arrival,,N
newlywed,newlywed.n.01,noun.person,n,someone recently married,[],married,,N
newman,newman.n.01,noun.person,n,United States film actor (born in 1925),[],actor,,PPN
newman,newman.n.02,noun.person,n,English prelate and theologian who (with John Keble and Edward Pusey) founded the Oxford movement; Newman later turned to Roman Catholicism and became a cardinal (1801-1890),[],prelate,,PPN
news_reader,newsreader.n.01,noun.person,n,someone who reads out broadcast news bulletin,[],someone,,N
newsagent,newsagent.n.01,noun.person,n,someone who sells newspapers,[],someone,,N
newsboy,carrier.n.08,noun.person,n,a boy who delivers newspapers,[],boy,,M
newscaster,newscaster.n.01,noun.person,n,someone who broadcasts the news,[],someone,,N
newsdealer,newsagent.n.01,noun.person,n,someone who sells newspapers,[],someone,,N
newsman,reporter.n.01,noun.person,n,a person who investigates and reports or edits news stories,[],person,,N
newsmonger,gossip.n.03,noun.person,n,a person given to gossiping and divulging personal information about others,[],person,,N
newspaper_columnist,newspaper_columnist.n.01,noun.person,n,a columnist who writes for newspapers,[],columnist,,
newspaper_critic,newspaper_critic.n.01,noun.person,n,a critic who writes a column for the newspapers,[],critic,,N
newspaper_editor,newspaper_editor.n.01,noun.person,n,the editor of a newspaper,[],editor,,N
newspaper_publisher,publisher.n.03,noun.person,n,the proprietor of a newspaper,[],proprietor,,
newspaperman,correspondent.n.02,noun.person,n,a journalist employed to provide news stories for newspapers or broadcast media,[],journalist,,
newspaperwoman,correspondent.n.02,noun.person,n,a journalist employed to provide news stories for newspapers or broadcast media,[],journalist,,F
newsperson,reporter.n.01,noun.person,n,a person who investigates and reports or edits news stories,[],person,,N
newsreader,newsreader.n.01,noun.person,n,someone who reads out broadcast news bulletin,[],someone,,N
newsstand_operator,newsagent.n.01,noun.person,n,someone who sells newspapers,[],someone,,N
newsvendor,newsagent.n.01,noun.person,n,someone who sells newspapers,[],someone,,N
newswoman,newswoman.n.01,noun.person,n,a female newsperson,[],newsperson,female,F
newswriter,correspondent.n.02,noun.person,n,a journalist employed to provide news stories for newspapers or broadcast media,[],journalist,,
newton,newton.n.01,noun.person,n,English mathematician and physicist; remembered for developing the calculus and for his law of gravitation and his three laws of motion (1642-1727),[],mathematician,,PPN
next_friend,next_friend.n.01,noun.person,n,(law) a person who acts on behalf of an infant or disabled person,[],law,,
next_of_kin,next_of_kin.n.01,noun.person,n,the person who is (or persons who are) most closely related to a given person,[],person,,N
ney,ney.n.01,noun.person,n,French marshal in the Napoleonic Wars (1769-1815),[],marshal,,PPN
nez_perce,nez_perce.n.01,noun.person,n,a member of a tribe of the Shahaptian people living on the pacific coast,[],member,,N
ngaio_marsh,marsh.n.03,noun.person,n,New Zealand writer of detective stories (1899-1982),[],writer,,PPN
nganasan,nganasan.n.01,noun.person,n,a member of the Samoyedic people living on the Taimyr Peninsula in Siberia,[],member,,N
nguyen_tat_thanh,ho_chi_minh.n.01,noun.person,n,Vietnamese communist statesman who fought the Japanese in World War II and the French until 1954 and South Vietnam until 1975 (1890-1969),[],statesman,,PPN
nibbler,nibbler.n.01,noun.person,n,a biter who takes dainty repeated bites,[],biter,,N
nibelung,nibelung.n.01,noun.person,n,(German mythology) a companion or follower of Siegfried,[],mythology,,
nibelung,nibelung.n.02,noun.person,n,(German mythology) any of the race of dwarfs who possessed a treasure hoard that was stolen by Siegfried,[],mythology,,
niccolo_machiavelli,machiavelli.n.01,noun.person,n,a statesman of Florence who advocated a strong central government (1469-1527),[],statesman,,PPN
niccolo_paganini,paganini.n.01,noun.person,n,Italian violinist and composer of music for the violin (1782-1840),[],violinist,,PPN
nicholas,nicholas.n.01,noun.person,n,a bishop in Asia Minor who is associated with Santa Claus (4th century),[],bishop,,N
nicholas_i,nicholas_i.n.01,noun.person,n,czar of Russia from 1825 to 1855 who led Russia into the Crimean War (1796-1855),[],czar,,PPN
nicholas_ii,nicholas_ii.n.01,noun.person,n,the last czar of Russia who was forced to abdicate in 1917 by the Russian Revolution; he and his family were executed by the Bolsheviks (1868-1918),[],czar,,PPN
nicholas_v,nicholas_v.n.01,noun.person,n,Italian pope from 1447 to 1455 who founded the Vatican library (1397-1455),[],pope,,PPN
nicholas_vachel_lindsay,lindsay.n.02,noun.person,n,United States poet who traveled the country trading his poems for room and board (1879-1931),[],poet,,PPN
nicklaus,nicklaus.n.01,noun.person,n,United States golfer considered by many to be the greatest golfer of all time (born in 1940),[],considered,,PPN
nicola_amati,amati.n.01,noun.person,n,Italian violin maker in Cremona; taught the craft to Guarneri and Stradivari (1596-1684),[],taught,,PPN
nicola_sacco,sacco.n.01,noun.person,n,United States anarchist (born in Italy) who with Bartolomeo Vanzetti was convicted of murder and in spite of world-wide protest was executed (1891-1927),[],anarchist,,PPN
nicolas_de_malebranche,malebranche.n.01,noun.person,n,French philosopher (1638-1715),[],philosopher,,PPN
nicolas_leonard_sadi_carnot,carnot.n.01,noun.person,n,French physicist who founded thermodynamics (1796-1832),[],physicist,,PPN
nicolas_poussin,poussin.n.01,noun.person,n,French painter in the classical style (1594-1665),[],painter,,PPN
nicolaus_copernicus,copernicus.n.01,noun.person,n,Polish astronomer who produced a workable model of the solar system with the sun in the center (1473-1543),[],astronomer,,PPN
nicolo_amati,amati.n.01,noun.person,n,Italian violin maker in Cremona; taught the craft to Guarneri and Stradivari (1596-1684),[],taught,,PPN
nicolson,nicolson.n.01,noun.person,n,English diplomat and author (1886-1968),[],diplomat,,PPN
niebuhr,niebuhr.n.01,noun.person,n,United States Protestant theologian (1892-1971),[],theologian,,PPN
niebuhr,niebuhr.n.02,noun.person,n,German historian noted for his critical approach to sources and for his history of Rome (1776-1831),[],noted,,PPN
niece,niece.n.01,noun.person,n,a daughter of your brother or sister,[],,,F
niels_abel,abel.n.01,noun.person,n,Norwegian mathematician (1802-1829),[],mathematician,,PPN
niels_bohr,bohr.n.01,noun.person,n,Danish physicist who studied atomic structure and radiations; the Bohr theory of the atom accounted for the spectrum of hydrogen (1885-1962),[],physicist,,PPN
niels_henrik_abel,abel.n.01,noun.person,n,Norwegian mathematician (1802-1829),[],mathematician,,PPN
